3.292e-07	-5.39156466583e-06	0.00206601894313	-8.49220958552e-05	0.00197570528261
3.294e-07	1.15201045512e-05	0.00207259227048	-4.06865501176e-05	0.00204342582491
3.296e-07	2.82073405729e-05	0.00202847584721	5.9836773764e-06	0.00206266686516
3.298e-07	4.39492651475e-05	0.00193523820567	5.34365793895e-05	0.0020326240502
3.3e-07	5.80532752888e-05	0.00179582153548	9.99083608722e-05	0.00195378317164
3.302e-07	6.98943093872e-05	0.00161445218483	0.000143620782626	0.00182796727684
3.304e-07	7.89512551906e-05	0.00139651100758	0.00018288175256	0.00165834401533
3.306e-07	8.48382999455e-05	0.00114836767921	0.000216182965614	0.00144938894477
3.308e-07	8.73292706867e-05	0.000877184339287	0.000242288495028	0.001206802105
3.31e-07	8.63733789158e-05	0.000590694964575	0.000260308714461	0.000937377057952
3.312e-07	8.21012497368e-05	0.000296967694803	0.000269754757266	0.000648823701806
3.314e-07	7.48206559127e-05	4.15789381337e-06	0.00027056984918	0.000349548398906
3.316e-07	6.50019625131e-05	-0.000279739987672	0.000263135218792	4.83971936334e-05
3.318e-07	5.32538849715e-05	-0.000547133683207	0.000248249816019	-0.000245629982216
3.32e-07	4.02907383159e-05	-0.000791059735606	0.000227084662131	-0.000523684335158
3.322e-07	2.68928745661e-05	-0.00100538824868	0.000201114220173	-0.000777381153943
3.324e-07	1.3862437857e-05	-0.00118499933637	0.000172028616979	-0.000999108281534
3.326e-07	1.97688619014e-06	-0.00132592584913	0.000141631778918	-0.00118231718402
3.328e-07	-8.0570857699e-06	-0.00142545813786	0.000111731485915	-0.00132178373772
3.33e-07	-1.56465500869e-05	-0.00148220792102	8.40279415224e-05	-0.00141382652958
3.332e-07	-2.03497163978e-05	-0.00149612970097	6.00076601457e-05	-0.00145647175722
3.334e-07	-2.19053745024e-05	-0.00146849958099	4.08492680454e-05	-0.00144955568745
3.336e-07	-2.02525130893e-05	-0.00140185271295	2.73472085328e-05	-0.00139475801751
3.338e-07	-1.55387362146e-05	-0.00129988191154	1.9858363989e-05	-0.00129556228376
3.34e-07	-8.11670650182e-06	-0.0011673011602	1.82753105669e-05	-0.00115714255613
3.342e-07	1.47149110414e-06	-0.00100967877056	2.20283780637e-05	-0.000986178901393
3.344e-07	1.25214853551e-05	-0.000833245811469	3.01169855171e-05	-0.000790607340597
3.346e-07	2.42040063963e-05	-0.000644686074995	4.11689613799e-05	-0.000579313107219
